,id_chamado,id_origem_ocorrencia,data_inicio,data_fim,id_bairro,id_territorialidade,id_logradouro,numero_logradouro,id_unidade_organizacional,nome_unidade_organizacional,id_unidade_organizacional_mae,unidade_organizacional_ouvidoria,categoria,id_tipo,tipo,id_subtipo,subtipo,status,longitude,latitude,data_alvo_finalizacao,data_alvo_diagnostico,data_real_diagnostico,tempo_prazo,prazo_unidade,prazo_tipo,dentro_prazo,situacao,tipo_situacao,justificativa_status,reclamacoes,data_particao
10,4596622,13,2014-08-20 20:39:09,2014-11-04 13:24:47,21,2,76422,108,979,1ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2001754,-22.9571862,2014-11-04 13:24:47,2014-10-19 20:39:00,2014-11-04 13:24:47,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
11,4593478,1,2014-08-20 12:26:09,2014-10-10 13:50:55,124,4,16188,900,980,2ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.3493229,-22.8915137,2014-10-10 13:50:55,2014-10-19 12:26:00,2014-10-10 13:50:55,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
12,4586947,1,2014-08-19 11:12:40,2014-12-10 15:10:06,128,4,180380,150,980,2ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.3477957,-23.0019853,2014-12-10 15:10:06,2014-10-18 11:12:00,2014-12-10 15:10:06,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
13,4509330,13,2014-08-01 08:13:49,2014-12-10 11:37:22,128,4,9357,,980,2ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-12-10 11:37:22,2014-09-30 08:13:00,2014-12-10 11:37:22,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
14,4536906,1,2014-08-07 11:52:36,2014-08-14 12:29:59,131,4,330910,0,980,2ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2523,Fiscalização de plantio recente de árvore em logradouro público,Fechado com solução,,,2014-08-14 12:29:59,2014-08-22 11:52:00,2014-08-14 12:29:59,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
15,4530669,1,2014-08-06 10:27:37,2014-10-13 15:23:48,33,2,64881,30,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2421945,-22.9350498,2014-10-13 15:23:48,2014-10-05 10:27:00,2014-10-13 15:23:48,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
16,4642021,1,2014-08-30 09:24:03,2014-11-12 14:49:26,33,2,87957,105,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.225853,-22.9177112,2014-11-12 14:49:26,2014-10-29 09:24:00,2014-11-12 14:49:26,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
17,4594869,1,2014-08-20 15:31:32,2014-11-12 14:49:57,33,2,69484,89,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2337096,-22.9283107,2014-11-12 14:49:57,2014-10-19 15:31:00,2014-11-12 14:49:57,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
18,4552906,1,2014-08-11 17:36:56,2015-01-15 16:25:39,36,2,82149,286,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2456331,-22.916111,2015-01-15 16:25:39,2014-10-10 17:36:00,2015-01-15 16:25:39,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
19,4581468,1,2014-08-18 12:23:30,2015-02-19 10:20:02,62,3,73916,276,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2796664,-22.9064886,2015-02-19 10:20:02,2014-10-17 12:23:00,2015-02-19 10:20:02,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
20,4609793,1,2014-08-23 10:38:02,2014-11-12 14:48:55,33,2,72637,429,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-11-12 14:48:55,2014-10-22 10:38:00,2014-11-12 14:48:55,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
21,4509917,1,2014-08-01 09:42:11,2014-10-13 15:24:25,38,2,15248,106,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-10-13 15:24:25,2014-09-30 09:42:00,2014-10-13 15:24:25,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
22,4578994,1,2014-08-18 07:17:38,2014-11-14 10:20:12,61,3,66712,45,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-11-14 10:20:12,2014-10-17 07:17:00,2014-11-14 10:20:12,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
23,4625376,1,2014-08-27 06:35:20,2015-02-19 14:16:26,63,3,78568,,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2015-02-19 14:16:26,2014-10-26 06:35:00,2015-02-19 14:16:26,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
24,4642737,1,2014-08-30 12:16:10,2014-11-18 10:45:46,65,3,67603,66,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-11-18 10:45:46,2014-10-29 12:16:00,2014-11-18 10:45:46,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
25,4610317,1,2014-08-23 12:51:28,2014-11-18 10:24:08,71,3,72009,77,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-11-18 10:24:08,2014-10-22 12:51:00,2014-11-18 10:24:08,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
26,4568952,13,2014-08-14 17:41:40,2014-11-04 10:44:25,12,1,101956,58,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2349787,-22.8884314,2014-11-04 10:44:25,2014-10-13 17:41:00,2014-11-04 10:44:25,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
27,4524266,13,2014-08-05 08:28:01,2014-10-06 11:25:15,33,2,83220,,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-10-06 11:25:15,2014-10-04 08:28:00,2014-10-06 11:25:15,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
28,4562805,13,2014-08-13 13:44:20,2014-10-06 11:26:01,33,2,68627,62,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-10-06 11:26:01,2014-10-12 13:44:00,2014-10-06 11:26:01,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
29,4531692,13,2014-08-06 12:24:26,2014-10-06 11:23:42,38,2,37515,,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-10-06 11:23:42,2014-10-05 12:24:00,2014-10-06 11:23:42,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
30,4640874,13,2014-08-29 18:47:36,2014-11-14 10:20:53,61,3,66712,45,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-11-14 10:20:53,2014-10-28 18:47:00,2014-11-14 10:20:53,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
31,4528611,1,2014-08-05 18:54:01,2015-02-19 14:13:00,42,3,17962,144,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2663074,-22.8543272,2015-02-19 14:13:00,2014-10-04 18:54:00,2015-02-19 14:13:00,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
32,4626054,1,2014-08-27 09:20:31,2014-11-11 10:10:38,45,3,41897,664,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.2946455,-22.8257316,2014-11-11 10:10:38,2014-10-26 09:20:00,2014-11-11 10:10:38,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
33,4515026,1,2014-08-02 12:05:07,2015-02-19 09:48:54,45,3,59543,587,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.3094125,-22.8336138,2015-02-19 09:48:54,2014-10-01 12:05:00,2015-02-19 09:48:54,,D,F,No prazo,Encerrado,Atendido,,1,2014-08-01
34,4579853,1,2014-08-18 09:44:13,2014-10-06 11:10:32,72,3,44560,89,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.3065718,-22.8549219,2014-10-06 11:10:32,2014-10-17 09:44:00,2014-10-06 11:10:32,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
35,4599289,1,2014-08-21 11:22:17,2014-12-03 15:49:41,73,3,47738,177,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.3192233,-22.8549945,2014-12-03 15:49:41,2014-10-20 11:22:00,2014-12-03 15:49:41,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
36,4545876,1,2014-08-09 12:19:58,2014-12-03 15:46:53,82,3,65045,415,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.319662,-22.879988,2014-12-03 15:46:53,2014-10-08 12:19:00,2014-12-03 15:46:53,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
37,4637778,1,2014-08-29 10:21:53,2014-10-06 11:08:12,101,3,33753,1597,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.1837891,-22.7974198,2014-10-06 11:08:12,2014-10-28 10:21:00,2014-10-06 11:08:12,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
38,4570716,1,2014-08-15 09:13:09,2014-12-10 15:18:28,108,3,118448,44,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.404961,-22.8345718,2014-12-10 15:18:28,2014-10-14 09:13:00,2014-12-10 15:18:28,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
39,4616272,1,2014-08-25 14:48:27,2015-02-19 14:09:24,42,3,70300,416,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2015-02-19 14:09:24,2014-10-24 14:48:00,2015-02-19 14:09:24,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
40,4542926,1,2014-08-08 14:24:54,2015-04-07 16:38:28,73,3,17301,664,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2015-04-07 16:38:28,2014-10-07 14:24:00,2015-04-07 16:38:28,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
41,4563841,1,2014-08-13 16:20:32,2014-10-06 11:09:42,76,3,1586,65,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-10-06 11:09:42,2014-10-12 16:20:00,2014-10-06 11:09:42,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
42,4575683,1,2014-08-16 11:23:36,2014-10-06 11:14:31,107,3,33977,280,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-10-06 11:14:31,2014-10-15 11:23:00,2014-10-06 11:14:31,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
43,4557689,1,2014-08-12 14:57:51,2014-12-10 15:23:13,108,3,118448,,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-12-10 15:23:13,2014-10-11 14:57:00,2014-12-10 15:23:13,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
44,4556485,13,2014-08-12 11:59:00,2014-11-04 11:26:23,42,3,82628,,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-11-04 11:26:23,2014-10-11 11:58:00,2014-11-04 11:26:23,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
45,4548776,1,2014-08-11 08:41:34,2014-08-14 12:28:32,137,5,112524,161,983,5ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2523,Fiscalização de plantio recente de árvore em logradouro público,Fechado com solução,,,2014-08-14 12:28:32,2014-08-26 08:41:00,2014-08-14 12:28:32,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
46,4597602,1,2014-08-21 08:43:17,2016-06-01 15:25:03,144,5,20263,85,984,6ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,-43.5605914,-22.9085623,2016-06-01 15:25:03,2014-10-20 08:43:00,2016-06-01 15:25:03,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
47,4562124,13,2014-08-13 12:01:46,2014-12-19 10:58:21,144,5,2238,,984,6ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Fechado com solução,,,2014-12-19 10:58:21,2014-10-12 12:01:00,2014-12-19 10:58:21,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
48,4555473,1,2014-08-12 10:15:22,2014-11-04 11:28:37,17,2,75226,251,979,1ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.1868519,-22.9344617,2014-11-04 11:28:37,2014-10-11 10:15:00,2014-11-04 11:28:37,,D,F,No prazo,Encerrado,Não atendido,,0,2014-08-01
49,4599716,1,2014-08-21 12:06:17,2014-09-30 10:46:22,25,2,70854,1154,979,1ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.2080601,-22.9810678,2014-09-30 10:46:22,2014-10-20 12:06:00,2014-09-30 10:46:22,,D,F,No prazo,Encerrado,Não atendido,,0,2014-08-01
50,4579351,11,2014-08-18 08:51:38,2014-11-04 11:21:28,17,2,83980,,979,1ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,,,2014-11-04 11:21:28,2014-10-17 08:51:00,2014-11-04 11:21:28,,D,F,No prazo,Encerrado,Não atendido,,0,2014-08-01
51,4525797,1,2014-08-05 11:34:24,2014-12-19 10:47:08,125,4,42317,823,980,2ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.3615518,-22.8895089,2014-12-19 10:47:08,2014-10-04 11:34:00,2014-12-19 10:47:08,,D,F,No prazo,Encerrado,Não atendido,,0,2014-08-01
52,4556126,1,2014-08-12 11:18:19,2014-11-28 14:28:27,68,3,79046,111,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.3031899,-22.8912575,2014-11-28 14:28:27,2014-10-11 11:18:00,2014-11-28 14:28:27,,D,F,No prazo,Encerrado,Não atendido,,1,2014-08-01
53,4642724,1,2014-08-30 12:12:45,2014-11-11 11:43:22,40,3,67736,173,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.2543231,-22.8625717,2014-11-11 11:43:22,2014-10-29 12:12:00,2014-11-11 11:43:22,,D,F,No prazo,Encerrado,Não atendido,,0,2014-08-01
54,4614183,1,2014-08-25 10:38:26,2015-06-19 15:13:13,103,3,173344,824,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.2101021,-22.7969639,2015-06-19 15:13:13,2014-10-24 10:38:00,2015-06-19 15:13:13,,D,F,No prazo,Encerrado,Não atendido,,1,2014-08-01
55,4591478,1,2014-08-20 08:45:23,2015-06-10 17:15:43,114,3,11197,688,982,4ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2522,Solicitação de plantio de árvore em área pública,Sem possibilidade de atendimento,-43.3694259,-22.8116821,2015-06-10 17:15:43,2014-10-19 08:45:00,2015-06-10 17:15:43,,D,F,No prazo,Encerrado,Não atendido,,0,2014-08-01
56,4520458,1,2014-08-04 12:07:13,2014-12-10 11:18:11,33,2,368373,0,981,3ª SGCO/DARB,FPJ - Fundação Parques e Jardins,False,Serviço,682,Arborização,2523,Fiscalização de plantio recente de árvore em logradouro público,Não constatado,,,2014-12-10 11:18:11,2014-08-19 12:07:00,2014-12-10 11:18:11,,D,F,No prazo,Encerrado,Não constatado,,0,2014-08-01
57,4579155,13,2014-08-18 08:19:14,2014-09-02 16:17:48,5,1,61333,,931,1ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,,,2014-09-02 16:17:48,2014-09-29 08:19:00,2014-09-02 16:17:48,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
58,4641296,1,2014-08-29 20:29:05,2014-10-30 10:54:21,132,4,104471,24,932,2ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2530,Implantação de praças,Fechado com solução,-43.471441,-23.028558,2014-10-30 10:54:21,2014-10-10 20:29:00,2014-10-30 10:54:21,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
59,4575140,11,2014-08-16 08:47:19,2014-09-02 16:11:58,121,4,23044,819,932,2ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,-43.3540077,-22.9290527,2014-09-02 16:11:58,2014-09-29 00:00:00,2014-09-02 16:11:58,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
60,4627291,11,2014-08-27 11:19:52,2014-09-10 10:08:03,125,4,42325,,932,2ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,,,2014-09-10 10:08:03,2014-10-08 11:19:00,2014-09-10 10:08:03,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
61,4571121,13,2014-08-15 10:06:23,2014-09-02 16:08:42,131,4,97337,730,932,2ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,-43.4933727,-22.9887556,2014-09-02 16:08:42,2014-09-26 10:06:00,2014-09-02 16:08:42,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
62,4602636,13,2014-08-21 19:06:43,2014-10-29 14:52:00,127,4,40808,,932,2ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,,,2014-10-29 14:52:00,2014-10-02 19:06:00,2014-10-29 14:52:00,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
63,4571583,13,2014-08-15 10:54:51,2014-09-02 16:10:27,36,2,143735,,933,3ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,,,2014-09-02 16:10:27,2014-09-26 10:54:00,2014-09-02 16:10:27,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
64,4579662,13,2014-08-18 09:25:38,2015-04-07 10:42:48,99,3,95463,185,934,4ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,-43.2025296,-22.8067846,2015-04-07 10:42:48,2014-09-29 09:25:00,2015-04-07 10:42:48,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
65,4591064,13,2014-08-20 04:53:00,2015-04-07 10:47:57,75,3,5108,,934,4ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2531,Solicitação de reforma de jardins de praças ou de canteiros centrais,Fechado com solução,,,2015-04-07 10:47:57,2014-10-01 04:53:00,2015-04-07 10:47:57,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
66,4640909,1,2014-08-29 18:58:22,2014-11-06 15:06:19,80,3,33217,0,934,4ª SGCO,FPJ - Fundação Parques e Jardins,False,Serviço,686,"Parques urbanos, jardins e praças da Fundação Parques e Jardins",2532,"Implantação de equipamentos de lazer em parques, praças e áreas verdes da cidade",Fechado com solução,,,2014-11-06 15:06:19,2014-10-10 18:58:00,2014-11-06 15:06:19,,D,F,No prazo,Encerrado,Atendido,,0,2014-08-01
